LAT,LON,YEAR,MO,DY,T2M,T2MDEW,TS,PRECTOTCORR,PS
6.25,-73.25,2021,5,25,20.05,13.12,20.61,0,81.05
6.25,-72.75,2021,5,25,15.61,11.06,16.46,0,75.98
6.75,-76.75,2021,5,25,24.18,23.15,24.15,19.04,96.16
6.75,-76.25,2021,5,25,21.11,19.64,21.06,7.77,88.15
6.75,-75.75,2021,5,25,19.11,16.57,19.2,2.49,82.43
6.75,-75.25,2021,5,25,22.08,17.39,22.17,0.72,85.63
6.75,-74.75,2021,5,25,26.64,19.44,26.74,0.25,91.88
6.75,-74.25,2021,5,25,29.67,20.74,29.79,0,96.14
6.75,-73.75,2021,5,25,28.25,19.98,28.37,0,94.29
6.75,-73.25,2021,5,25,24.05,14.62,24.75,0,85.6
6.75,-72.75,2021,5,25,17.39,11.46,18.3,0,77.61
7.25,-76.75,2021,5,25,24.56,23.56,24.51,9.43,97.14
7.25,-76.25,2021,5,25,22.14,20.77,22.05,5.11,90.66
7.25,-75.75,2021,5,25,22.21,19.37,22.25,1.69,88.12
7.25,-75.25,2021,5,25,24.83,20.11,24.91,0.6,91.04
7.25,-74.75,2021,5,25,27.81,20.81,27.9,0.27,94.38
7.25,-74.25,2021,5,25,29.99,20.66,30.07,0,96.09
7.25,-73.75,2021,5,25,31.2,20.25,31.29,0,97.1
7.25,-73.25,2021,5,25,24.57,14.72,25.44,0,86.42
7.25,-72.75,2021,5,25,19.21,13.07,20.2,0,80.89
3.25,-76.75,2021,5,26,21.35,18.28,21.76,2.38,88.11
3.25,-76.25,2021,5,26,15.75,12.95,16.06,2.56,78.45
3.25,-75.75,2021,5,26,17.75,15.15,18.13,6.48,82.9
3.25,-75.25,2021,5,26,19.97,16.99,20.17,7.98,87.03
3.25,-74.75,2021,5,26,20.09,17.44,20.2,10.1,88.13
3.25,-74.25,2021,5,26,19.42,17.63,19.52,12.44,88.37
3.25,-73.75,2021,5,26,22.89,20.83,22.72,11.2,94.86
3.25,-73.25,2021,5,26,24.74,22.32,24.75,6.78,97.91
3.25,-72.75,2021,5,26,25.39,22.73,25.65,3.99,98.83
3.75,-76.75,2021,5,26,22.78,20.26,23.34,2.44,91.47
3.75,-76.25,2021,5,26,17.69,14.71,18.19,1.7,81.37
3.75,-75.75,2021,5,26,16.93,14.62,17.45,4.1,81.71
3.75,-75.25,2021,5,26,21.08,17.53,21.31,5.51,88.24
3.75,-74.75,2021,5,26,20.96,17.33,21.1,6.8,88.19
3.75,-74.25,2021,5,26,17.24,14.85,17.49,7.43,83.31
3.75,-73.75,2021,5,26,20.46,17.85,20.52,5.48,89.89
3.75,-73.25,2021,5,26,24.74,20.88,24.85,2.71,96.66
3.75,-72.75,2021,5,26,26.25,21.84,26.76,1.16,98.75
4.25,-76.75,2021,5,26,24.03,21.9,24.48,2.63,94.43
4.25,-76.25,2021,5,26,20.65,17.39,20.99,1.18,86.16
4.25,-75.75,2021,5,26,16.44,13.98,16.83,2.2,80.5
4.25,-75.25,2021,5,26,20.15,16.7,20.42,3.05,86.35
4.25,-74.75,2021,5,26,21.05,16.88,21.23,3.43,87.26
4.25,-74.25,2021,5,26,17.55,13.68,17.77,3.06,81.75
4.25,-73.75,2021,5,26,17.23,14.03,17.6,1.66,83.31
4.25,-73.25,2021,5,26,24.3,18.13,24.46,0.61,93.78
4.25,-72.75,2021,5,26,27.03,20.35,27.69,0.16,98.03
4.75,-76.75,2021,5,26,24.68,22.89,24.8,5.53,96.4
4.75,-76.25,2021,5,26,22.64,19.44,22.86,0.97,89.53
4.75,-75.75,2021,5,26,17.28,14.39,17.56,1.12,80.72
4.75,-75.25,2021,5,26,19.18,15.57,19.49,1.35,83.76
4.75,-74.75,2021,5,26,21.07,15.9,21.46,1.27,85.79
4.75,-74.25,2021,5,26,19.42,13.36,19.93,0.84,82.45
4.75,-73.75,2021,5,26,14.38,11.02,15.05,0.29,77.93
4.75,-73.25,2021,5,26,20.96,14.47,21.36,0.08,87.52
4.75,-72.75,2021,5,26,25.77,18.01,26.47,0.01,94.75
5.25,-76.75,2021,5,26,24.81,23.16,24.88,10.19,97.05
5.25,-76.25,2021,5,26,22.78,19.93,23.17,1.24,89.95
5.25,-75.75,2021,5,26,19.04,15.49,19.28,0.68,82.36
5.25,-75.25,2021,5,26,20.66,15.41,20.87,0.53,84.1
5.25,-74.75,2021,5,26,23.27,15.58,23.69,0.39,86.85
5.25,-74.25,2021,5,26,22.63,13.88,23.38,0.15,85.28
5.25,-73.75,2021,5,26,14.66,10.23,15.45,0.03,77.01
5.25,-73.25,2021,5,26,16.01,11.05,16.86,0.01,79.6
5.25,-72.75,2021,5,26,20.77,14.2,21.64,0,86.78
5.75,-76.75,2021,5,26,24.64,23.03,24.74,12.77,96.81
5.75,-76.25,2021,5,26,22.31,19.59,22.67,1.91,89.2
5.75,-75.75,2021,5,26,20.2,15.66,20.37,0.67,83.27
5.75,-75.25,2021,5,26,22.65,15.47,22.74,0.29,85.44
5.75,-74.75,2021,5,26,26.21,16.31,26.39,0.16,89.73
5.75,-74.25,2021,5,26,26.7,15.81,27.11,0.02,90.34
5.75,-73.75,2021,5,26,19.24,11.92,19.83,0,81.59
5.75,-73.25,2021,5,26,15.12,9.59,16.11,0,76.74
5.75,-72.75,2021,5,26,15.47,10.26,16.62,0,78.55
6.25,-76.75,2021,5,26,24.34,22.72,24.44,12.78,96.25
6.25,-76.25,2021,5,26,21.73,18.93,22.01,2.59,88.15
6.25,-75.75,2021,5,26,19.76,14.91,20.04,0.85,82.18
6.25,-75.25,2021,5,26,22.61,15.11,22.77,0.32,84.86
6.25,-74.75,2021,5,26,27.15,16.93,27.21,0.16,90.98
6.25,-74.25,2021,5,26,29.52,17.8,29.57,0,94.54
6.25,-73.75,2021,5,26,25.1,15.21,25.34,0,88.73
6.25,-73.25,2021,5,26,19.95,10.73,21.03,0,81.16
6.25,-72.75,2021,5,26,14.86,8.41,16.37,0,76.08
6.75,-76.75,2021,5,26,24.33,22.63,24.42,8.99,96.28
6.75,-76.25,2021,5,26,21.76,18.89,22.03,2.82,88.26
6.75,-75.75,2021,5,26,19.89,15.44,20.37,0.96,82.53
6.75,-75.25,2021,5,26,23.11,15.95,23.39,0.38,85.74
6.75,-74.75,2021,5,26,27.82,17.73,27.9,0.18,91.98
6.75,-74.25,2021,5,26,30.86,18.78,30.89,0,96.24
6.75,-73.75,2021,5,26,29.46,17.81,29.57,0,94.39
6.75,-73.25,2021,5,26,24.37,11.89,25.89,0,85.72
6.75,-72.75,2021,5,26,17.05,8.35,18.8,0,77.71
7.25,-76.75,2021,5,26,24.97,22.95,25.04,4.34,97.27
7.25,-76.25,2021,5,26,23.06,19.99,23.37,2.33,90.77
7.25,-75.75,2021,5,26,23.26,18.36,23.62,0.84,88.22
7.25,-75.25,2021,5,26,26.38,18.7,26.64,0.35,91.13
7.25,-74.75,2021,5,26,29.48,19.14,29.61,0.16,94.47
7.25,-74.25,2021,5,26,31.31,18.81,31.36,0,96.18
7.25,-73.75,2021,5,26,32.36,17.86,32.41,0,97.21
7.25,-73.25,2021,5,26,25.04,11.64,26.67,0,86.54
7.25,-72.75,2021,5,26,19.59,9.6,21.31,0,80.98
3.25,-76.75,2021,5,27,21.2,18.43,21.66,2.81,88.1
3.25,-76.25,2021,5,27,15.9,13.05,16.36,0.27,78.44
3.25,-75.75,2021,5,27,17.92,15.22,18.34,0.54,82.88
3.25,-75.25,2021,5,27,20.3,17.18,20.59,0.82,87
3.25,-74.75,2021,5,27,20.53,17.72,20.73,1.08,88.09
3.25,-74.25,2021,5,27,19.84,17.94,20,1.16,88.34
3.25,-73.75,2021,5,27,23.29,21.18,23.23,0.79,94.81
3.25,-73.25,2021,5,27,24.99,22.46,25.04,0.35,97.85
3.25,-72.75,2021,5,27,25.68,22.85,25.87,0.15,98.78
3.75,-76.75,2021,5,27,22.74,20.22,23.44,4.47,91.46
3.75,-76.25,2021,5,27,17.86,14.63,18.49,0.18,81.36
3.75,-75.75,2021,5,27,17.19,14.6,17.78,0.29,81.69
3.75,-75.25,2021,5,27,21.52,17.59,21.9,0.38,88.21
3.75,-74.75,2021,5,27,21.57,17.61,21.9,0.48,88.17
3.75,-74.25,2021,5,27,17.92,15.4,18.32,0.53,83.29
3.75,-73.75,2021,5,27,21,18.47,21.12,0.33,89.84
3.75,-73.25,2021,5,27,24.97,21.25,25.09,0.14,96.61
3.75,-72.75,2021,5,27,26.34,22.2,26.78,0.05,98.7
4.25,-76.75,2021,5,27,24.31,21.75,24.97,5.59,94.41
4.25,-76.25,2021,5,27,20.98,17.12,21.42,0.14,86.15
4.25,-75.75,2021,5,27,16.7,13.82,17.18,0.18,80.48
4.25,-75.25,2021,5,27,20.51,16.62,20.9,0.21,86.33
4.25,-74.75,2021,5,27,21.57,17.16,21.99,0.24,87.25
4.25,-74.25,2021,5,27,18.17,14.44,18.67,0.25,81.74
4.25,-73.75,2021,5,27,17.71,14.91,18.03,0.12,83.25
4.25,-73.25,2021,5,27,24.38,19.1,24.41,0.05,93.74
4.25,-72.75,2021,5,27,26.87,21.15,27.44,0.01,97.99
4.75,-76.75,2021,5,27,25.19,22.84,25.45,8.51,96.37
4.75,-76.25,2021,5,27,23.03,19.19,23.38,0.41,89.51
4.75,-75.75,2021,5,27,17.53,14.19,17.85,0.16,80.7
4.75,-75.25,2021,5,27,19.37,15.49,19.73,0.11,83.74
4.75,-74.75,2021,5,27,21.31,16.16,21.87,0.09,85.78
4.75,-74.25,2021,5,27,19.78,14.11,20.55,0.06,82.45
4.75,-73.75,2021,5,27,14.89,12.09,15.45,0.02,77.89
4.75,-73.25,2021,5,27,21.09,16.02,21.25,0.01,87.47
4.75,-72.75,2021,5,27,25.49,19.35,26.07,0,94.72
5.25,-76.75,2021,5,27,25.41,23.32,25.49,12.43,97.01
5.25,-76.25,2021,5,27,23.27,19.95,23.75,1.59,89.93
5.25,-75.75,2021,5,27,19.4,15.52,19.63,0.45,82.33
5.25,-75.25,2021,5,27,20.95,15.48,21.15,0.15,84.08
5.25,-74.75,2021,5,27,23.58,15.85,24.1,0.09,86.84
5.25,-74.25,2021,5,27,23.06,14.54,23.99,0.01,85.27
5.25,-73.75,2021,5,27,15.25,11.37,16,0,77
5.25,-73.25,2021,5,27,16.39,12.63,17.04,0,79.56
5.25,-72.75,2021,5,27,20.68,15.74,21.34,0,86.74
5.75,-76.75,2021,5,27,25.33,23.35,25.41,15.84,96.76
5.75,-76.25,2021,5,27,22.83,19.89,23.23,3.89,89.18
5.75,-75.75,2021,5,27,20.59,16.03,20.75,1.16,83.25
5.75,-75.25,2021,5,27,22.98,15.86,23.06,0.47,85.41
5.75,-74.75,2021,5,27,26.67,16.72,26.93,0.28,89.71
5.75,-74.25,2021,5,27,27.38,16.38,27.94,0,90.33
5.75,-73.75,2021,5,27,19.85,13.03,20.48,0,81.59
5.75,-73.25,2021,5,27,15.74,11.03,16.68,0,76.73
5.75,-72.75,2021,5,27,15.94,11.8,16.89,0,78.51
6.25,-76.75,2021,5,27,25.1,23.18,25.23,19.44,96.21
6.25,-76.25,2021,5,27,22.14,19.42,22.47,7.43,88.12
6.25,-75.75,2021,5,27,19.89,15.59,20.15,2.45,82.16
6.25,-75.25,2021,5,27,22.59,15.96,22.75,1.19,84.85
6.25,-74.75,2021,5,27,27.48,17.57,27.58,0.7,90.96
6.25,-74.25,2021,5,27,30.38,18.09,30.54,0,94.51
6.25,-73.75,2021,5,27,25.76,15.8,26.05,0,88.72
6.25,-73.25,2021,5,27,20.47,12.17,21.55,0,81.16
6.25,-72.75,2021,5,27,15.7,10.14,17.14,0,76.06
6.75,-76.75,2021,5,27,24.94,23.31,25.06,23.97,96.24
6.75,-76.25,2021,5,27,21.95,19.64,22.23,13.55,88.23
6.75,-75.75,2021,5,27,19.67,16.34,20.02,4.68,82.51
6.75,-75.25,2021,5,27,22.53,17.06,22.74,2.14,85.73
6.75,-74.75,2021,5,27,27.72,18.51,27.81,1.15,91.97
6.75,-74.25,2021,5,27,31.71,18.87,31.76,0,96.21
6.75,-73.75,2021,5,27,30.22,17.85,30.35,0,94.37
6.75,-73.25,2021,5,27,24.59,13.68,25.87,0,85.72
6.75,-72.75,2021,5,27,17.73,10.62,19.43,0,77.7
7.25,-76.75,2021,5,27,25.09,23.69,25.15,31.49,97.24
7.25,-76.25,2021,5,27,22.76,20.87,22.96,20.74,90.75
7.25,-75.75,2021,5,27,22.62,19.15,22.84,7.11,88.2
7.25,-75.25,2021,5,27,25.34,19.66,25.53,2.79,91.14
7.25,-74.75,2021,5,27,28.9,19.91,29.01,1.32,94.47
7.25,-74.25,2021,5,27,31.77,19.17,31.8,0,96.16
7.25,-73.75,2021,5,27,32.94,18.39,32.96,0,97.19
7.25,-73.25,2021,5,27,25.14,14.02,26.58,0,86.54
7.25,-72.75,2021,5,27,19.86,12.27,21.63,0,80.96
3.25,-76.75,2021,5,28,20.2,18.4,20.6,5.93,88.07
3.25,-76.25,2021,5,28,15.41,13.25,15.83,0,78.37
3.25,-75.75,2021,5,28,18.75,15.14,19.25,0,82.7
3.25,-75.25,2021,5,28,21.26,17.13,21.65,0,86.82
3.25,-74.75,2021,5,28,21.48,17.95,21.77,0,87.9
3.25,-74.25,2021,5,28,20.96,18.45,21.16,0,88.11
3.25,-73.75,2021,5,28,24.27,21.59,24.14,0,94.54
3.25,-73.25,2021,5,28,25.92,22.84,26.02,0,97.58
3.25,-72.75,2021,5,28,26.5,23.19,26.88,0,98.51
3.75,-76.75,2021,5,28,21.6,20.21,21.98,9.37,91.44
3.75,-76.25,2021,5,28,16.78,14.91,17.18,0,81.32
3.75,-75.75,2021,5,28,17.96,14.52,18.54,0,81.52
3.75,-75.25,2021,5,28,22.46,17.53,22.87,0,88.03
3.75,-74.75,2021,5,28,22.35,17.94,22.78,0,88
3.75,-74.25,2021,5,28,18.8,16.17,19.35,0,83.1
3.75,-73.75,2021,5,28,22.07,19.05,22.14,0,89.59
3.75,-73.25,2021,5,28,26.07,21.67,26.23,0,96.33
3.75,-72.75,2021,5,28,27.36,22.43,28.04,0,98.42
4.25,-76.75,2021,5,28,23.01,21.85,23.18,9.73,94.39
4.25,-76.25,2021,5,28,19.34,17.51,19.52,0.14,86.12
4.25,-75.75,2021,5,28,17.06,14.08,17.5,0.03,80.35
4.25,-75.25,2021,5,28,21.32,16.69,21.69,0,86.17
4.25,-74.75,2021,5,28,22.1,17.42,22.53,0,87.1
4.25,-74.25,2021,5,28,18.49,15.14,19.1,0,81.59
4.25,-73.75,2021,5,28,18.78,15.58,19.1,0,83.04
4.25,-73.25,2021,5,28,25.42,19.54,25.6,0,93.47
4.25,-72.75,2021,5,28,28.05,21.28,28.94,0,97.7
4.75,-76.75,2021,5,28,23.93,23.15,23.94,13.54,96.34
4.75,-76.25,2021,5,28,21.19,19.8,21.25,1.72,89.48
4.75,-75.75,2021,5,28,17.02,14.56,17.26,0.48,80.59
4.75,-75.25,2021,5,28,19.46,15.69,19.74,0.25,83.61
4.75,-74.75,2021,5,28,21.26,16.46,21.77,0.18,85.65
4.75,-74.25,2021,5,28,19.53,14.7,20.34,0,82.32
4.75,-73.75,2021,5,28,15.72,12.81,16.29,0,77.71
4.75,-73.25,2021,5,28,21.96,16.6,22.32,0,87.24
4.75,-72.75,2021,5,28,26.68,19.58,27.64,0,94.45
5.25,-76.75,2021,5,28,24.34,23.82,24.35,24.61,96.97
5.25,-76.25,2021,5,28,21.56,20.74,21.62,8.34,89.88
5.25,-75.75,2021,5,28,17.87,16.01,17.88,2.76,82.23
5.25,-75.25,2021,5,28,19.42,16.18,19.49,1.83,83.97
5.25,-74.75,2021,5,28,21.93,16.65,22.35,1.31,86.75
5.25,-74.25,2021,5,28,21.65,15.2,22.44,0.04,85.18
5.25,-73.75,2021,5,28,15.36,12.03,15.89,0,76.87
5.25,-73.25,2021,5,28,16.92,13.26,17.5,0,79.39
5.25,-72.75,2021,5,28,21.74,16.29,22.68,0,86.51
5.75,-76.75,2021,5,28,24.31,23.82,24.34,36.51,96.72
5.75,-76.25,2021,5,28,21.25,20.64,21.27,22.06,89.12
5.75,-75.75,2021,5,28,18.47,17.12,18.4,8.32,83.14
5.75,-75.25,2021,5,28,19.85,17.39,19.84,5.85,85.32
5.75,-74.75,2021,5,28,23.05,18.13,23.24,3.95,89.66
5.75,-74.25,2021,5,28,24.33,17.2,24.72,0.11,90.29
5.75,-73.75,2021,5,28,18.58,13.6,18.9,0,81.5
5.75,-73.25,2021,5,28,15.37,11.75,15.92,0,76.61
5.75,-72.75,2021,5,28,16.66,12.74,17.65,0,78.33
6.25,-76.75,2021,5,28,24.12,23.57,24.15,45.83,96.17
6.25,-76.25,2021,5,28,20.7,20.08,20.65,36.75,88.06
6.25,-75.75,2021,5,28,17.98,16.83,17.96,15.36,82.03
6.25,-75.25,2021,5,28,19.3,17.55,19.34,10.36,84.76
6.25,-74.75,2021,5,28,23.27,19.04,23.36,6.42,90.94
6.25,-74.25,2021,5,28,26.39,19.07,26.52,0.13,94.51
6.25,-73.75,2021,5,28,23.01,16.39,23.19,0,88.68
6.25,-73.25,2021,5,28,19.16,13.05,19.87,0,81.06
6.25,-72.75,2021,5,28,16.02,11.19,17.47,0,75.92
6.75,-76.75,2021,5,28,24.2,23.61,24.21,52.84,96.2
6.75,-76.25,2021,5,28,20.79,20.1,20.7,42.55,88.17
6.75,-75.75,2021,5,28,18.1,17.09,18.07,19.08,82.4
6.75,-75.25,2021,5,28,19.78,18.24,19.75,11.72,85.65
6.75,-74.75,2021,5,28,24.02,19.84,24.01,6.48,91.94
6.75,-74.25,2021,5,28,27.78,20.03,27.86,0.09,96.21
6.75,-73.75,2021,5,28,26.8,18.8,26.96,0,94.36
6.75,-73.25,2021,5,28,23.01,14.62,24.11,0,85.63
6.75,-72.75,2021,5,28,17.74,11.49,19.54,0,77.57
7.25,-76.75,2021,5,28,24.61,24.05,24.62,50.82,97.18
7.25,-76.25,2021,5,28,21.86,21.16,21.82,38.13,90.68
7.25,-75.75,2021,5,28,20.92,19.85,20.87,17.43,88.11
7.25,-75.25,2021,5,28,22.74,20.95,22.7,9.54,91.06
7.25,-74.75,2021,5,28,25.71,21.39,25.72,4.66,94.43
7.25,-74.25,2021,5,28,28.46,20.48,28.52,0.04,96.14
7.25,-73.75,2021,5,28,29.82,19.91,29.92,0,97.18
7.25,-73.25,2021,5,28,23.96,15.05,25.42,0,86.45
7.25,-72.75,2021,5,28,19.84,13.02,21.74,0,80.85
3.25,-76.75,2021,5,29,20.34,18.04,21.15,5.24,88.03
3.25,-76.25,2021,5,29,15.66,13.73,16.44,6.05,78.3
3.25,-75.75,2021,5,29,18.91,15.99,19.32,6.69,82.62
3.25,-75.25,2021,5,29,21.64,18.03,21.86,7.05,86.72
3.25,-74.75,2021,5,29,21.8,18.71,21.95,7.46,87.81
3.25,-74.25,2021,5,29,20.88,19.04,20.98,7.32,88.02
3.25,-73.75,2021,5,29,23.93,22.2,23.87,5.1,94.46
3.25,-73.25,2021,5,29,25.61,23.39,25.68,2.77,97.48
3.25,-72.75,2021,5,29,26.25,23.85,26.41,1.52,98.42
3.75,-76.75,2021,5,29,21.96,19.8,22.74,5.68,91.41
3.75,-76.25,2021,5,29,17.18,15.08,18.05,6.91,81.28
3.75,-75.75,2021,5,29,18.08,15.11,18.63,6.3,81.43
3.75,-75.25,2021,5,29,22.74,18.22,22.98,6.75,87.94
3.75,-74.75,2021,5,29,22.59,18.5,22.82,6.83,87.91
3.75,-74.25,2021,5,29,18.72,16.6,19.1,5.73,83.04
3.75,-73.75,2021,5,29,21.87,19.78,22.01,3.23,89.52
3.75,-73.25,2021,5,29,25.78,22.34,25.93,1.32,96.24
3.75,-72.75,2021,5,29,27.09,23.21,27.46,0.47,98.34
4.25,-76.75,2021,5,29,23.13,21.33,23.64,6.69,94.37
4.25,-76.25,2021,5,29,19.35,17.37,20.01,8.25,86.11
4.25,-75.75,2021,5,29,17.01,14.53,17.56,6.61,80.3
4.25,-75.25,2021,5,29,21.43,17.29,21.65,6.71,86.07
4.25,-74.75,2021,5,29,22.06,18,22.25,5.86,87.01
4.25,-74.25,2021,5,29,18.15,15.77,18.56,3.56,81.54
4.25,-73.75,2021,5,29,18.78,16.51,19.03,1.5,82.97
4.25,-73.25,2021,5,29,25.03,20.53,25.21,0.48,93.39
4.25,-72.75,2021,5,29,27.56,22.27,28.1,0.1,97.63
4.75,-76.75,2021,5,29,23.56,22.44,23.72,9.47,96.34
4.75,-76.25,2021,5,29,20.6,19.13,20.96,9.14,89.49
4.75,-75.75,2021,5,29,16.77,14.78,17.13,6.37,80.56
4.75,-75.25,2021,5,29,19.28,16.14,19.46,5.55,83.54
4.75,-74.75,2021,5,29,20.67,17.07,20.92,4.04,85.58
4.75,-74.25,2021,5,29,18.57,15.58,19.05,1.6,82.27
4.75,-73.75,2021,5,29,15.73,13.83,15.98,0.44,77.63
4.75,-73.25,2021,5,29,21.43,17.77,21.66,0.11,87.17
4.75,-72.75,2021,5,29,25.89,20.77,26.48,0.01,94.39
5.25,-76.75,2021,5,29,23.65,23.04,23.68,16.91,96.97
5.25,-76.25,2021,5,29,20.59,19.65,20.73,11.38,89.89
5.25,-75.75,2021,5,29,17.33,15.68,17.4,5.77,82.2
5.25,-75.25,2021,5,29,18.88,16.18,18.93,3.91,83.93
5.25,-74.75,2021,5,29,20.83,17.07,21.09,2.4,86.72
5.25,-74.25,2021,5,29,20.11,16.16,20.61,0.49,85.15
5.25,-73.75,2021,5,29,14.96,13.14,15.11,0.08,76.78
5.25,-73.25,2021,5,29,16.43,14.22,16.77,0.02,79.31
5.25,-72.75,2021,5,29,20.98,17.42,21.55,0,86.44
5.75,-76.75,2021,5,29,23.84,23.38,23.86,27.68,96.69
5.75,-76.25,2021,5,29,20.5,19.8,20.52,16.51,89.1
5.75,-75.75,2021,5,29,17.78,16.34,17.76,6.38,83.11
5.75,-75.25,2021,5,29,19.33,16.66,19.3,3.37,85.3
5.75,-74.75,2021,5,29,22.17,17.95,22.31,1.91,89.65
5.75,-74.25,2021,5,29,22.86,17.9,23.19,0.16,90.29
5.75,-73.75,2021,5,29,17.51,14.65,17.65,0.01,81.44
5.75,-73.25,2021,5,29,14.88,12.44,15.28,0,76.53
5.75,-72.75,2021,5,29,16.14,13.67,16.69,0,78.25
6.25,-76.75,2021,5,29,24.04,23.45,24.02,32.93,96.13
6.25,-76.25,2021,5,29,20.23,19.38,20.1,19.85,88.02
6.25,-75.75,2021,5,29,17.31,15.79,17.26,7.51,82.03
6.25,-75.25,2021,5,29,18.78,16.35,18.79,3.55,84.73
6.25,-74.75,2021,5,29,22.61,18.36,22.71,1.87,90.92
6.25,-74.25,2021,5,29,25.21,19.36,25.41,0.18,94.53
6.25,-73.75,2021,5,29,21.51,17.09,21.66,0,88.66
6.25,-73.25,2021,5,29,17.8,14.07,18.33,0,81.01
6.25,-72.75,2021,5,29,15.22,12.32,15.99,0,75.84
6.75,-76.75,2021,5,29,24.18,23.18,24.08,26.92,96.17
6.75,-76.25,2021,5,29,20.24,18.79,20.03,16.75,88.15
6.75,-75.75,2021,5,29,17.46,15.58,17.35,6.77,82.39
6.75,-75.25,2021,5,29,19.22,16.83,19.2,3.34,85.63
6.75,-74.75,2021,5,29,23.28,19.03,23.37,1.72,91.93
6.75,-74.25,2021,5,29,26.51,20.05,26.69,0.19,96.24
6.75,-73.75,2021,5,29,24.84,19.18,25.03,0,94.39
6.75,-73.25,2021,5,29,20.71,16.14,21.41,0,85.61
6.75,-72.75,2021,5,29,16.5,12.99,17.42,0,77.5
7.25,-76.75,2021,5,29,24.58,23.35,24.47,17.75,97.18
7.25,-76.25,2021,5,29,21.48,19.71,21.41,11.57,90.68
7.25,-75.75,2021,5,29,20.61,18.13,20.53,4.99,88.11
7.25,-75.25,2021,5,29,22.44,19.42,22.43,2.91,91.07
7.25,-74.75,2021,5,29,25.05,20.49,25.12,1.63,94.44
7.25,-74.25,2021,5,29,26.92,20.45,27.06,0.12,96.17
7.25,-73.75,2021,5,29,26.99,20.69,27.16,0,97.24
7.25,-73.25,2021,5,29,21.51,16.72,22.36,0,86.43
7.25,-72.75,2021,5,29,18.33,14.53,19.18,0,80.78
3.25,-76.75,2021,5,30,20.31,18.38,20.79,12.11,88.08
3.25,-76.25,2021,5,30,15.4,13.99,15.61,17.61,78.37
3.25,-75.75,2021,5,30,17.94,16.25,17.94,18.9,82.72
3.25,-75.25,2021,5,30,20.5,18.31,20.48,19.05,86.84
3.25,-74.75,2021,5,30,20.96,18.96,21,16.97,87.94
3.25,-74.25,2021,5,30,20.46,19.22,20.52,12.92,88.17
3.25,-73.75,2021,5,30,23.45,22.37,23.33,8.5,94.64
3.25,-73.25,2021,5,30,25.34,23.48,25.22,5.21,97.67
3.25,-72.75,2021,5,30,26.06,23.64,26.03,3.39,98.6
3.75,-76.75,2021,5,30,21.99,20.24,22.55,9.33,91.45
3.75,-76.25,2021,5,30,17.03,15.53,17.4,14.94,81.32
3.75,-75.75,2021,5,30,17.41,15.57,17.6,17.24,81.54
3.75,-75.25,2021,5,30,21.83,18.81,21.95,17.77,88.05
3.75,-74.75,2021,5,30,22.07,18.95,22.21,15.25,88.02
3.75,-74.25,2021,5,30,18.77,16.69,18.95,10.23,83.14
3.75,-73.75,2021,5,30,21.4,19.72,21.52,5.06,89.68
3.75,-73.25,2021,5,30,25.41,22.26,25.47,2.4,96.43
3.75,-72.75,2021,5,30,26.84,22.93,27.15,1.08,98.53
4.25,-76.75,2021,5,30,23.43,21.7,23.86,7.01,94.42
4.25,-76.25,2021,5,30,19.49,17.87,19.83,11.08,86.15
4.25,-75.75,2021,5,30,16.89,15,17.2,12.38,80.37
4.25,-75.25,2021,5,30,21.1,17.9,21.35,12.72,86.17
4.25,-74.75,2021,5,30,22.09,18.37,22.3,10.41,87.09
4.25,-74.25,2021,5,30,18.63,15.58,18.85,5.96,81.6
4.25,-73.75,2021,5,30,18.3,16.14,18.6,2.1,83.11
4.25,-73.25,2021,5,30,24.55,20.24,24.74,0.72,93.58
4.25,-72.75,2021,5,30,27.18,21.93,27.74,0.19,97.82
4.75,-76.75,2021,5,30,24.12,22.56,24.26,5.56,96.39
4.75,-76.25,2021,5,30,21.08,19.49,21.31,7.47,89.53
4.75,-75.75,2021,5,30,17.16,15.28,17.39,6.84,80.62
4.75,-75.25,2021,5,30,19.72,16.59,19.99,6.59,83.61
4.75,-74.75,2021,5,30,21.45,17.19,21.88,4.98,85.64
4.75,-74.25,2021,5,30,19.51,15.24,20.13,2.23,82.32
4.75,-73.75,2021,5,30,15.64,13.31,16.13,0.55,77.75
4.75,-73.25,2021,5,30,21.07,17.29,21.4,0.14,87.32
4.75,-72.75,2021,5,30,25.35,20.38,25.94,0.01,94.57
5.25,-76.75,2021,5,30,24.22,22.83,24.26,4.26,97.03
5.25,-76.25,2021,5,30,21.19,19.58,21.47,4.39,89.95
5.25,-75.75,2021,5,30,18.23,16.1,18.33,3.15,82.26
5.25,-75.25,2021,5,30,20.3,16.21,20.42,2.5,83.99
5.25,-74.75,2021,5,30,22.59,16.66,23.1,1.59,86.76
5.25,-74.25,2021,5,30,21.71,15.62,22.66,0.48,85.19
5.25,-73.75,2021,5,30,15.75,12.74,16.42,0.08,76.87
5.25,-73.25,2021,5,30,16.62,13.83,17.19,0.02,79.42
5.25,-72.75,2021,5,30,20.58,16.98,21.19,0,86.6
5.75,-76.75,2021,5,30,23.88,22.71,23.93,3,96.78
5.75,-76.25,2021,5,30,20.64,19.13,20.79,1.85,89.19
5.75,-75.75,2021,5,30,18.79,16.32,18.78,1.22,83.18
5.75,-75.25,2021,5,30,21.47,16.31,21.5,0.74,85.34
